dataset,columna,tipo_dato,tipo_variable,n_filas,nulos_iniciales,pct_nulos_iniciales,invalidos_tipo_faltante,pct_invalidos_tipo_faltante,min_cuantitativa,max_cuantitativa,n_labels_categorica,comentario_usabilidad_calidad
df_raw_zonaprop,cloaca,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,internet,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,vista_rio,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,vista_abierta,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,reciclado,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,a_refaccionar,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,video_url,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,tour_virtual_url,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,jsonld_raw,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,expensas_moneda,str,categorica/texto/fecha,980,978,99.8,0,0.0,,,1.0,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,superficie_cubierta_m2,float64,cuantitativa,980,931,95.0,0,0.0,3.0,335.0,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,cocheras,float64,cuantitativa,980,916,93.47,0,0.0,1.0,200.0,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,piso,str,categorica/texto/fecha,980,613,62.55,0,0.0,,,5.0,media-baja: requiere justificación antes de usar en KPIs
df_raw_zonaprop,expensas,float64,cuantitativa,980,326,33.27,0,0.0,3.0,672.0,,media: usable con controles y posible segmentación
df_raw_zonaprop,expensas_texto,str,categorica/texto/fecha,980,326,33.27,0,0.0,,,182.0,media: usable con controles y posible segmentación
df_raw_zonaprop,dormitorios,float64,cuantitativa,980,214,21.84,0,0.0,1.0,21.0,,media: usable con controles y posible segmentación
